Connected to /dev/tty.usbmodem1101 - 2 loops 0 phase difference
H_min: 0.0000 | R:   69 | Data: 48346cbcfd20042986987efd3e9a971a5dc8b00bd6eaf07a9c50ca56bdbfe73f56a617efd949d8ee82c5154b91b3f3e1d256ed0d84ea3a6155c74c6b2c2d67022b2d0345de58f482c2169e1e3f5cbe57d02c18c6168dade79a6b34eb2d0c929e603753a20c4effb98666116075506d04cd92ad7a650cc4f31caab32af598aa35
H_min: 0.0000 | R:   68 | Data: 35da4c55ed7aebe8669c9812d15508b871577f99c2b32251065ae660b49e0ae5ac9837e731094651c0f22d342232efac8a207b9f6edf8358333626d4ac49b4bf7a7be5ced9536e93842b5a6794fd8061803cae80917fff7c379f95662740bbfe61a996b7a09e99d8b58652b02ad59e08eaca84587a81af33129e30195dadb82d
H_min: 0.0000 | R:   70 | Data: fc149215107a862d9f0f23692ff38da335b3a09986702bd82fc016ba85a0dff7f94f90a58db876e8c1d7dc73e03f6a85079186f1e64c5e74390bf3dbdd8ed2fc9b8c8c81f4f617b5bef1ea25c4e6e513f58aee5ba4f5d554e1d1a2fa12b16dbfdac9c569e1c34ac497a2c4768bc6cd13cc261e24cb06a42fade33ddd369e0a44
H_min: 0.0000 | R:   72 | Data: 7dccb9b102029c5853facaf1b655828ea84abd13a2684cbfc4fe41c267cc1fe149f8924303572b4e33cd43146cdddbbfb11a3c4fc9087d4c83911c8a7680642b3dddc9c1c3d7666ce1ab2773c5b6bccee53e00472cc60faec0d92976270f2ac914c62cc550bea301b3b1a6b8846498606e5de6955018d638a19a6d7fbf21a09c
H_min: 0.0000 | R:   72 | Data: a1d691e115a5bafd17b92ed18d5110ad8d66ad82b461d613387b7357e63f4349e1d29db41aad0dd6572841a3e6983baa5ffc7d973efaf73c5e21113e2c0489e3078b63315eb37e02613035afc0978b61573c88f5e67dfc65d0f92d95bc36048e37b9ae4bebb562ea29b375f41846d39f62e904c891377ac6448c1c009055bd4e
H_min: 0.0000 | R:   67 | Data: e53bbf7999ddaef5a9d53d4e355d771b58f5a2c2d19d0dbb20ade97d5ed272001f4db6ca8817fe400272f41b0089c6e4105a181bf7ad96d4037ea63c97be0fd6352649b3d66f1525eb79dbe1f958923673bd8f616897ef7e484f24364dc066589530b53a96166b4b48294d06196908b86c9a6de10cc8d8e3c30aa07acfe07716
H_min: 0.0000 | R:   71 | Data: 261c73e47dabf9449eef4091d05502243163e893f03bf6c941b44028e5a520c2a94f8973e1895266204dd8f5ba13d21af3d2ccd14f80a0074a424158f892976ec2e14dcf798a1f9e3e134f262d069ef6dcedb90f45b47b2278f970ef5496552d58ee82c72348cab42a211aff4275215a6adfd99353a66581e2e0562fca4b7112
H_min: 0.0000 | R:   71 | Data: e55e27ac0272a2ebcd3a5336620ca42552d55e4f1c02a258299aa9763a8990c087a9f648d856506fefb788f1ba95753628e3c98213d37895b0c32eaa267970b8b421fdf3996eea0356659ed0f73a1f64fcfe12a5c0b1747a19eaf44d52d7c5ac5743f2cebbca26fb6dad737ea06e59c510261cbf9d75b8a76be33911c4b7fc59
H_min: 0.0000 | R:   66 | Data: 00a3245e3ba39ea507078aa6cb6926ee7ed82808a4badad3733bb6b57918adac9cbbf9961da5d6cb8f804efe4f72ff25adf6833f91896d34ea595e52baa084b9baa720b907d75062a9f5850b361eea230cf996c56a0a26c59af4042ed2455afff754e29b1d41cb71fc6ccbcc44108b65d591e7c341b5da0984486e3b6377e5ec
H_min: 0.0000 | R:   73 | Data: 69e661eec107bbf87fa955566a5517ab1d9a5fa02c7cb8b3bd11e1534d28343afca5bbe018ce79ebc4d3c4815b4c0fde47a4905beb83ea1edc11e960f85271be40995094228f7bb254ac8d1d1770080aad91adbf71443baf8748df42b37903fac073894eff13a4f1dd6a032161925125d2757f86d46312ccb5c9adab608c80fa
H_min: 0.0000 | R:   74 | Data: bba1eb83533533be9fdc2cc0f1dd6a2ff9556166d55f58a0792573471007afbc93406f4306196d3a5c224e138b5a2b6b0333c5f2106797ba0facf05cdeec7c6eecba8af2c5ea9efb8c0248c0448b82bd56bf39f9508eceab3de28eefd14c699cfe7027c954233449ed5d9888251145aed13ded2199bc30ec7605844f588df71d
H_min: 0.0000 | R:   71 | Data: 532dc5303b341f14fe2b27284c8818cab77d7a6c0b72f30cf6e4fe94cd0ce5c19b0ac5765d1c03abfcecfd4e10389dd0ba877e4336a51bd29ddea9580f39c4bc43c1dbeccf02998e11eaa39f61e2bde985b27bbfe253dbf3f4889073e670a79539fb57de80eed616293be633c71f75892fcd561c73ca5aaa60ca16a794bb1696
H_min: 0.0000 | R:   72 | Data: cf60d8cbeb5d639c4621ceb1c6fb15f6a6c1e91271208020653e0fa4bf7f1e1cfe1980d13cea9d85f434636a68cc8cc2687c10cb5380b0031133224fbf602d98b92f277c5e9ee8c558462db22c9d7e2c4f0c87bf201c72a6810023597c0db81d99cedcf9e2ce97e2902fcf7d9faaacb59312a96cfd1a68f0d4746ed42a0e2259
H_min: 0.0000 | R:   65 | Data: 335305fb1a02291b0f18e85c55ff1dbb6fe827f8a9b1ef906d5e2aac60ad414ee07838beef9b0572d40f5bb2a399f25275331339e5f8de22f3e0d5075d3eea4a2e9227f073c8e8e5ff6780eb5339d48c95a0944bea97064d9dd00f9de55c7b330b63c0a662aaa79962d355a3082d2cc725ccc5d3c1ab6cefade9d319751065c9
H_min: 0.0000 | R:   78 | Data: fd59ba6f1839201c202bbdb6319c0f03fc5a3e753922c1e9a09a6553027462cee4f34b7cc3fd7c13970e17b83a253ee9fb40d5e47cafbbb52653202647b90c11e2aa93d4343df895bfe54e59ad6d5403ca8f7819b1d455b5b3842f1d03c5b8dda628a54404545fd315478587eb1164e1a4fce3e7e01d7b973e451e4a8abfef27
H_min: 0.0000 | R:   69 | Data: 19746b3700eb426cdd7e21f345944d65a14c21c21c45f5e9a6952fbc8395bfb32ac648f54f4f051f45267994f2f90cd08ae69efaabaa59e317ecde3f930117cff116255b5101ba7de10a5cd31ac7ef21cf0ba3fed85d7d9bd2f18a972506a2a03ea949cc58f6a29120075d463a33fe4446a0d95e94ecd35dc6a4581a4561b328
H_min: 0.0000 | R:   71 | Data: b905d3351b6d192d2c7bc45c24da746d83df0de241e6fe49be095682e6711170c01a00cbbd9aa70d053acf2677654b1a57582b2ddeedcca7cd48420e7fb302131322905420208857a104530b86820060fd8216bb366f8681488f90788633f2b3bcf3ebb89535a400ed15ddd2fdc461d2b9beabd58d906e99fd8cd381d6d20c76
H_min: 0.0000 | R:   74 | Data: 7fd803d89a8c2307cd57d459b7a3985bd9296c15fae9e8fc080049eb070945ef34d916f44f7e4a073ee86b039f18966aff7b9ba69a01c61c82b11a5b253b504f0db4e17a47ced5af232006197cff3aaa6947e7c5b5b9195bd3e087b675a95d86a832234960b868e3f58cb3059490ed90570f70ea1ba94f4097275922cc9cab16
H_min: 0.0000 | R:   66 | Data: bbac6c26a9fe50cefc896f4ba22e914f1db2a258e19765806dcf7c3695fc2fc223c79f5e11a3b59249252656e8d44e645049ae40524e2520b4464159e6bcaa6428f7370942c7ef3e48aaed21d37c311f9c2d07848777c3acd1d9ce483e41df56c453e381b315b8a4a5b2083304a55971a4354e1b300e31ead72a81cb2a1e35fe
H_min: 0.0000 | R:   73 | Data: 89c3c0328f5262b4059ab6b8793411ee32fa3c55220fed885734f9113a9a139e48e237ef8f82ca1c28a3395b7d41f65ba552cca885ba905d4b55929e5cf96376cdbf0fd3777225b5830e99ac020ba4887ae8cc96aa44fe9eb3c9f68f1be5698d7b8831ba3d0171c87e3ef6b84a4d8580a63e62f0ffb9cabf4b0f5e1a62049ae1
H_min: 0.0000 | R:   72 | Data: d747d18eac655302468ae7c0bf350b026e0ef2419adf9dd3b42dada4df0e96456e16815b9f3d2afd9ece43d46741d31fa8f1d3a5dc9a3d23b635a09417f8dcbaeee9b3da143614e437da1aa70d41a484ef58fab2bde09efbf4619a4e930613fead1dc4f94666ee651b3f907ef3dc07b55e65d4578713d86a0a80cc8f70e270f9
H_min: 0.0000 | R:   70 | Data: ddecfc7ade2162d0e963afbfa4bb37c38423be95a43cbb136d3bd427ee36f269ce3ac5805456fc8abb40b759449e6d335ac66a0d7f83420ade77a42c6544662b01c4625fdcdadbe9f7369087d424e1a9a6dca7ce1c7cce6ad7414940e57998ff885ff91402a0d4d27860ff0ec0122711e6e078059599208b71a90bd4a67cf62a
H_min: 0.0000 | R:   72 | Data: d573ea955b29b09de73aee530fcfc52349ab5703e5aac83775d7804a3778ff8c56005b24001686e98b8b0ebfe50643194d528aa281dd3334a4a16ffdd42fd5d4401c43173c6cfc5472941ed4ab282e2d95a49f214d8c68c3138c149708714c97e54ef1e9faea858932ea1729ea1023bc4e62e8592b1e60d805ac39e4cc131e50
H_min: 0.0000 | R:   74 | Data: 7d38af2d79fa42602d3753e375a0ac4e9994c129bf70dde49645253c3393b042512e407b9f39cbedd0ada39d5d8d2a61317e2f697124934ebe74937c9f6499220436000112038a0508028ee4a77f38556c91d490e7d03822f03c3db16967e77bce3843b707839596ea8052ca53283e8347a472e3f1a16148b137cf15b3c92761
H_min: 0.0000 | R:   71 | Data: 72a0ff52a66cfa304efaaeaafb31c37b0cabd52ad89e6804a03a0e8e89abf53a369ce5c670b8114105016a5b361278498ed8aa5f9b923f30737a72b40bd60a547f7f832639e1ba08156ca4a5b2be255ba706d9f08e1f119e383c17e087ba6b362c9ee93f0860135d8778446484caa947457dd14ab4b32781d51e5d7681f43570
H_min: 0.0000 | R:   72 | Data: 7c404c6dcf745f29a8f0b433d536eb90297ea42b7ac5bf39b5d5814a97cc7c36c2ac30583ba7c5cab6371ead2b46481b1d9b72a749d9f2c8a4d479eb7ef19d53181ed73633196fba89f685f03a9c3bd0af66ead481a10680cd4ab4b3b3a9840e2dc746c2268fd57686dc146313a308db4e76db8d4064751e66051d8861c05e07
H_min: 0.0000 | R:   74 | Data: 79c76a56de00a485431d1730f151aeb7378e8c41784cef3605b29fd4c7d47fd5a6b8ca44fb6b158c2bd26ef87e553782382aae4831263e99e83ea727e7b730523c5276b4be22518c2baebc043c98eb828dba92125a78a85dc6f970b6397df9adfd19371fd97f74afcb840d2e3bbffd5a327c8e42e054282b6f24911b0a0be2ed
H_min: 0.0000 | R:   71 | Data: 43c2225f0c19440bb32e8cecd65254dc39b5b8ae38c1ee3aeb2781cdbdd9234767a209a9ec9d13611576409fc5afc64649c7c9b90cbb3d59b3f3aa63f752f2b04ed374695d0d443dfa3888b015527e5787a3de962e1dcda2917c2ee3ec84d2d58d844d702b81c03fffe6085bdc760ce0dc1180fe54efe85e4c3ea63c787ddd0e
H_min: 0.0000 | R:   69 | Data: 0f529112968699ca51db6c417e43271113ea86dcbd31770654ace700133a5598f1a44fb7433e21b0149ea75ae3f63c59421143b206eef7cf1b163de83eeea11bad174c5e56e45f9bf6b651e8b4c0a9c0f129fa34bbed606f94459d8174872888868170ea056ba6f7644b76f94418a80e2ea5d6a8a548a30473a40b93a2c4392e
H_min: 0.0000 | R:   71 | Data: 3ae9250d5a1b9cbdecee23f1afa7f51e20088e8b338244f3b66e54dd436a731bdf2d2b13a8a7cb995c3716bd21ab87081d5e2ffa3d5b9189a25d7071966d438af4027dd0ef514eba39c02a36e8663d8957ce0787c6a66cc726a6bc8ad64c7f0d46158c018134e8cb076823f17c11ca2688ecac3a6ce2f11ace94c3604397adef
H_min: 0.0000 | R:   68 | Data: 811361a28083f356a366eae2a6bf23297975d45ee97ccfa45a8de9972801554528ec7301993ec2779add3d4a7a06ad5575b08e4648de2df333f1dd07af974a40962f305607fd7f85c7d52cfd3dfc6f5345d6df37e2a0e01005df063adba5a005a98b17ff803962648e1b4b72d6d4412ac3f2688ed97be45e9d2a865843e5d37a
H_min: 0.0000 | R:   74 | Data: 9b9992a4227539120f9326500bdf5dc96e918f31df12b7891d2f5bafda66e914ae7c7dab74a57cf127319336392108bcb7356bdbde24c7c0c64cea44f2c26bdf5b21152dea6ca866dc7038ed3ed3cab0a7157105905b88a00e339d12b721cce52aea294027707a68676d596da3842465e1d28e5353d1ec3dc2b405601098daf5
H_min: 0.0000 | R:   72 | Data: 22e2f6da1f0d3eaaa025b0488affe5a52cab3d50795347d9103e4db61a1d675c03e4e48d5262b7783374cf74e4be331541d58381b2d07eef998106bf2611eae3add07728cc643deaa81142048f6a3cfa2b89eb3dff1576393dd865ddaae4c7c1d92e4df9552fb6a675662f6dab6c97371b2cc6e82fa1ce1efb5d2303dd9fcd7f
H_min: 0.0000 | R:   67 | Data: 9c0906cb0be58b54eded3a596e520536a8d26e64324cc20b712280addedad1344dc244ad3c46ff08f727c4ae5fc6b54036d3a9af794a3eb1b4d568eda297d88522e470f55b70ed17f36e2192b40bc21ed6acad99d7e102d788b86d53848cab1b7449bcc854a46c4eec3927ddcac7f8e19201f52056e7ff5a08764ec6ffbeae8a
H_min: 0.0000 | R:   69 | Data: d33f466fdb283ed5c4c6986dd83ecc473cf18f9193492f6a9fc5d20f074e6cd1835b9cbf82635e0791ddad7dfeda5b3e83e7844bb2f5c99c265473de50a64ef072bcf0a830f445782fff60903221421a971c3de7167d7ecc66826dcd5f593bbabb4f42d1c0329ec4471b4c4cc82483d72022f9c19fc47e73f9e5fbba7e206bc4
H_min: 0.0000 | R:   74 | Data: 2f085cb213505188eedea16c9f7554d3c8c07e54fcca86667c1607d407d4bd08e60eb9fee432771b6fe0badbd75c78b93420259b908b7b132c2e903058a6f0e3d3bcd5c54db53d572885c4ac61c28f7e3f47861a28c8d4568d5fb70fbb2aefecefae61789e08e617a8f1a18d0674890ba47b1ca40cb010929370b21cdcb35fcd
H_min: 0.0000 | R:   67 | Data: 0929ceb51fd792241d8e5c171479b0be232f7cf89dff70265319cec9f3e610ae3a2bb155316dcea769736b95b9af75ce07d744a6babee68714ba42969487fbc9eef46715fb7e4b609e318f40f1d6244e99a08b77f4fd727f4a5039abca08270e176eaf5a92b98fc06f9f2368147984a393535777e40efd70330c44c07499a74a
H_min: 0.0000 | R:   73 | Data: b11225bd3cf14b508bb8e2e4628c37112bfb5fadc3fefcd382e8579c35bfbe9297225161267b14d2a4f826e64db9cfe5d8a462501269a94e48ea73fa27ef1a3cd021f72a910166768d4337b09282712ce8de19bb32e9478e10f9e7f4b839172ae4119272008316bf8b93e5b48bf24ba7f51491a8d9596be878d0a0ff3bc0e520
H_min: 0.0000 | R:   73 | Data: dcb43551f77f6f04381f3cca9a2b99cf6b5821adfc5bc2a7d19a083741097bf077ea341d579572e2b7f779162e7cf121ab0ad7ced9baec133947a612e2dc2fee506494e222e78497f9420e1a644698fa03f0a368fd9f7907993a6c5eaae6c74dde3c2294ebec04d91c330c699e3099eba59c997e853d5b2e03125ff9d7ddfd6e
H_min: 0.0000 | R:   71 | Data: 7207071051b685e7fb46bee8d2b0b195bb7768871d808d2bf0123c79f776978324b69c6fc1fc45d997f171d93b1e7edc30b47db38a2911aa79ab0f0598f2979c3759f032e1eca6e31714a4044b60465ce2418213c01c5fd754dca714531ecf8de717752ba569cbb28f6438a0a3dd1a7a8673e4ee9de571174327c08570fd6814
H_min: 0.0000 | R:   64 | Data: 12946078148d7d5a892467a0b37d3bb7237f2a89635a3e5eaa844d2b47123c09075c6e9d35a9e028c90358a5e1498cf5b63de405b221a78ca4808e25b72ef9b92870552c3eb172e318dafc8c540357f82742393cb79297a6fe7325e3f21425f615e16465bc1b45724ee6247270bd31853abc9195368b3be008648faa52b5987b
H_min: 0.0000 | R:   73 | Data: ce577a065866822d92e7e9ab26b35a9de760c7bed44ee4029cd14bcf0c87aaf81e71c856aeab95943cceab1203dc158f8e30f33c0a8700659491595a6cf7c8ae297003143191e5dce80b0ff1ee965d5344d32f2a2baa7c640b0dd2c96878e473999e20d1be807ff8fcb1d893742b37d551a159daed5dbf62b5b7107c12c6678a
H_min: 0.0000 | R:   72 | Data: 9a4f8d40d39c85d437fb00280a685f4a6b1b19293e956adb5a0051754be13689cb929a2f1b25174664b64387d068d217d7265c5a2fccf6add09f864568d81afd7e164f5d4a0fb3b16d1b548482adc7d6d3e3930418580ded7839e15b2c8acc1b36ee21274690110c1d2da6dcc5f9a1773ac543f543118b871bbcf346be4e9af7
H_min: 0.0000 | R:   74 | Data: f4e390f4d366e28ac67ef1278c6a708f42d8e4e69e9461cb24be19be4f9e8f33b377ec3094411f6c447674f2cc708bce02238df0b67cc3345c93d4fda192723a57b0ae0bbd6183b3ab6ca717df8866b6b6089387a73d81a6b4d3aa2b63af10dce3d437cacd8abee14c9c74d5b8a6ea145f53900b3d5b97c37ee317c386391cc5
H_min: 0.0000 | R:   69 | Data: de22e34363e952875489dfcc36d93480bd5820923d6aecd6ca689aa97f3f1ed163ca4889e1679f066fcd816ef9b395be6e70767964c607f64c818cfd51a82df0cbe88936f2dfe2230fede7098c9c6a7b0f3e4fcc254ca9e36e2854970a35fcc6184093a5034f5f7b6a900eabe373f76bb6a2ed48d05f66fb6f159e42b3fd9f86
H_min: 0.0000 | R:   75 | Data: 869b5a4b663dfcd5eb1054e103020daa80b905d26728c1b2af4fc49f1cd2202f00b3a13ac6cca48db4842ef384d68bc27e1602db09d163452b963b2fb61de027d354a29cf75345e46d7b50b61972e46f5f011a6e010a1a9929e9096627e219aac7e5e9c61d65d4627985bbcde5444be62afd9a6111042132190c02e19b37bd75
H_min: 0.0000 | R:   74 | Data: 3ebc3784d54120aa09cccadc89a389cf95675a383097c1aca3e87108adbddcbfa69f7b52988f6e83e6f7e43c39bcbe89291b10e30fa353efaf14de70afd68663ef029775448c11bd01e0a72e94855f6f4b4f26bed1e65039c8bd0a316b0aabd5c8b35302a53b9bbe314010c85ef4c33aa57085a1f6bd089a6eb21002a427c680
H_min: 0.0000 | R:   75 | Data: b8f8a70c355e62794befe765324e98faa971a5d7c45e257e3d2db6667598329e22cd61e3eefcd9759bc1de0641802808873901a51d9edcb27e2b58050e1f3da8ffaf9662ac86fabc571d18af393e93b83e553b53688a416991dfe25f2969a9a1f3aadb3a019abf77860f85514b1c90fec3be1740b96ba2a196b810cfe0802c4e
H_min: 0.0000 | R:   71 | Data: 92cd404654ec53575fb89d4465ad9f2253740bb8c54020207c8a5753aa1be7a7db219264fb4aba9f69cc6db31d6e78272a17e77ab52a0804a40f689feb69fa654e3fbfdee0d296c709c3fbead9d987c16b2ff2d2972e9ada69c66710239b0d6b4b45428b2914ab4e426313ee11aba3cd7e62d7b4649dd234d426146a19401139
H_min: 0.0000 | R:   74 | Data: 3de737f81a20c8bb9bafed3f68cbbf1523475c89a581d3182faa267560d6712e0557e7647cb286f865495b0aa317b41a0051d267fe996b37a7b1fe1a270e3b59eb3407519ec358f6a749ad8a6a575bf9651312e3596702c3884a94b7e9c96d212b05c6345017060eaad8017a3ad5af4ee30531ad8b032423a341dd3adbab634a
H_min: 0.0000 | R:   69 | Data: 5d699cfa108390523b3bca269f8d5b31a88a3a6b0212fc7b15d2c4c2b3630e30ee1452da30422a6d64642744b184bae4e4ca0df242a90d268d69527163ad4a123adacdedd4baddc36554e27237dd0351b617ea3e95115a0a13855919c70ec275fa36434b85e62d00e80dc3668707c4f7a0fe717054bf475ac6c3fd658810267f
H_min: 0.0000 | R:   71 | Data: 58da0e96db3efbb2d72ea49f27fb8a3ff4600e58c55541c4d634eb36090eb96576b86dac95195cf8df9ed917d8553cd24bfa9b78b891b23756ffff270f9078a86ffdb1978f073d2e370d31690fcd8c430492ff420ff593abfdfca67640a7739447e59cb9a56c354bde42f4d537f9ce4a2fa4ddf3f415123a5640c3c8ef19b8e1
H_min: 0.0000 | R:   72 | Data: 3458b302d51d269a05f5307d204e4ca1e88d8d85b9154953a77d5a7b9ffd40834065f3606213fc684efda1109bb23b650de1782282e05895f119a0151ca284e72d1bacdc6dfea4971dfb31e1f169d80a7ccf06f1ce0a1df2b6d1f7ce0898467e9bd3668d8a0d2ec37e26735a701a8ac588499ad97c29583deb8308b9fff9931a
H_min: 0.0000 | R:   75 | Data: baaf94ba679b5b8b08bd05b536187a108ef70c0e207f2c786a93ab8006f971cd2f42e562392029ad6f727404d91119485b0a9aec753b784ac0fe005bdd4825d9c46e7b069065fe8140103d76f211e4912c2ce48cf346f5ba6a6a753eee94996f5ef8aa75257b4056cf5bb97cff693cc5a26757b85290aba208394ab4c5b4ed1c
H_min: 0.0000 | R:   67 | Data: 16753f8fa08c62b2d3ec424748aacca352186bd871a51db912aff45bdf432782226af3e8a82d57db79ccbcf6614af1186ff7157e2875d001d1ecfcb339c712f17e8099ef91a7209c718eed6f422b0af8645f362b774f13d9bc027bf093b208fde02774f3c8577ee1d5f52977eaec58f8c4a18ae731ff2ce8a730005f8d9786f7
H_min: 0.0000 | R:   73 | Data: 5bf431ae5c68b2319c4a13da7b73d35d51e9677ae8039dfab11155f83261b4d7b3ca303822f865a05ecca30f363684e659b4435234a4ac8b0dc420f0a4439521e5dcc16fc7122f7b2bef485dab5257890ce4575a088bbb580bf6d6d49a9e7edbcd0b9690f9f8c62da1c425ea8fc7ee9e87374a333774e80a25cb4c199b7fdc8b
H_min: 0.0000 | R:   69 | Data: 11835c1f34038f3091f52f43a28d7886bc7075b5aeb76e761dceb14cae815a99832dfce55d7bc0bc098d26e47e13fdefec4c21a021f4af0906c2ba12820f8c85751cf8f0c2db4adb3ea6a4a3be285443df914dfa1c8b103406bf21076404b3fc979a8764913a1ff23e3c870bea2897528f1c05245720270c4d37306c004f2335
H_min: 0.0000 | R:   73 | Data: e23ee4ccee4058d65d2b9487f0e3fdcbd974c559d5d6a97cb384cf50a66666df27ff2526cee8c7904af1053e6d675d2720e347206c671754544b978be9bef4eaa5762fad37ab845573fb3f8d849cdc7790f51adedc12eeb956b1f51bed9a6756cc867f883d18da4dfd9e6c095329b0ebb16de3dc3d1962eca9518b42843f005c
H_min: 0.0000 | R:   75 | Data: 1d689f0385ebcd93e3f2ca79fb63797a8e3be1e3962fb21bbbf3e6d71099eadaa1f15bd29a324c9925d28bf06795762fe4cac8378d28f3f65bf857c3af23f03b0222a4d3f60705bb24d9d4d68febcf2ef10f256adf7e84f110dbc483f79e6803b8f8cb75651b12ca81348061188e5a65b674923b3d73d1f8a0dcfffa41f3250b
H_min: 0.0000 | R:   71 | Data: 0de8b2c1fc4595676bec910008a3ff13c80a2564392d69f97c6ea456023bf954be256ac66ab0bd4cc0812d65501a7a1f7e73fd989ca4a4bc4140042396e126db22f4ceb759a0b5e636d1b341373979822447237a79d33b66e9d301260bcdb28404d27ab9fe1938a9b04a78071fe9282cd3fb698d9699765ecc191d9776a66a3f
H_min: 0.0000 | R:   73 | Data: 5cced2b7ff17bfdec9e81001c84f33f93e03b5099e7301373e4ff476054d958d028facc1569620b5498b08f0353c47eb0b5469d93aad0e5220f0a66acb4646ad5f966431ab1a4d77af61427575da28e52acb963d5819590c9106d78e1213200ad16b29be89ce1b584d442a7bb6e9fa8d2b4b7f6905d88d8b270d190441e68cbb
H_min: 0.0000 | R:   77 | Data: d5061607390dc89fdd8a67cd37f00152d70e45f10536e3c2ebe774995a31a50962d426b185988e3871fce8a1a684a555bb1bc69f75efe5df072fbd6d746cd01b5815638ad2623c576d38aafa0fe2f763d9aca9f487b7bceb4d7a5c37271fdfefe0232b75be9e6e3f318f0e30fd17a0c625a7faabc7ae2aabf25ffeaba7d987ee
H_min: 0.0000 | R:   71 | Data: 27c07d67f127ac509fd0e315407d833534400b62b7533a4c1d380a430a9c0fbfe69aaecea8111f23a7beed8a20d2e631f145a21751b300cec5f1bb63c6dc2728fc6e76f533e812541ac4610db34bfb06e4564f5adaa8ea5b45f9372490cf052fa3a793eea44173e9ca0198f83432bfbfda6386f293a0efe2898feebcf654a270
H_min: 0.0000 | R:   75 | Data: 15c4851ff55b2ffeab00403414993ab9b9c20da4e500ec8c26e452e6ecaa02c5ff40be3e21b0b111e292cac279036e0f6cae55f5d0d7dce180bc623a07cdbffa31030c03077398413c06e10c9b1f9640b52f8f5f96d525aa18a993d63a00d6c737736d68e720ed651378d22de18d290b4e9a3328eb3698a9b7ab2946c1387062
H_min: 0.0000 | R:   66 | Data: 47f89c0f226adbfc8ac34321e18a5591634c17e63e2529c92d75d3da42188735165dfed2a1f0efec6e42f766c8d6acb31c1815607097a0617a5871e9410888491561daf35b73bbfc83d581f280c09eb11a1d6fd52b3c21dde54354d63e5eeeadc3b7c4081b8dca83c0da3bfbf5c0ddbd8ca8163da4e0427db1cde35981e0a555
H_min: 0.0000 | R:   70 | Data: a4d5df6c4d8f7571d20ef1984f7b41df0f2dddb9cb84b4ccc0c77c655757007931d722ce826badf86bb015d3e513102ad5b2d75fc1cec0a6fac9a836fb281fa5499f447d54ea1890b4a4c620b7a21d06e09afdd7b1a22f4158f601ce0942693c791fb0f010653d6d838bdd33ab39f435dd0027d27815bdb5b72040727a8c7466
H_min: 0.0000 | R:   72 | Data: bdcc644157495f5252139083b078531ba978a8f08988d855cb7b6bc4c8129a499b190c4a90c5a9eb2f8f4a158309971aa5196b2284160641905daba82f4f056dfa830467ce36cd890fcab1c9555092eae9927e355c2394d7a1ecba656b5915bb4e8a293a2b9a78585fccffe3765fdc64dc8f1f42d19e00e10c30ec8e9d39aaaa
H_min: 0.0000 | R:   65 | Data: a7cfed1cc7971a1ac1a7600d32f852a3c529227e636ea53e725b6d6eb9256627a7c9fc6de272c632d29da80ff1dbb0da3657ea2e0fcc3b038eaa4c38035e74e852b3e0f83b4a3955707079c124d4093283a65063e441dcba2cac40757c5777f08e2aa185828f96b99d3c6e54d4963217008e7163269b85fe2b4bcdeb2dc38ea9
H_min: 0.0000 | R:   71 | Data: e404c818b0a85e623e217d967deece67ff5ac13af21c6c83a5ba11799bc038552e2e5388c700eed31e3601ac2e64c6ff35c5564e34c1ac144fdcd79d24e736fd726c12ebd66b78d4ac8d7683553816435f2df807ddc781692593023a1edc61b7c4e90bade10abb6287490872c6d1208b61a7df000a3cbab246f3b79e6f1ca1b6
H_min: 0.0000 | R:   72 | Data: d2cae5a15ce34105aa488b7523ba32e5c43ce8ada2ff59bae961613c615fa90a2c60bfeb312a18d73d842a4e214501139d7c698d9d50913b46fde57f23579b1a57f3c767ce73e33797f124afb5620df888b924bb4ecf3cc848757267dae6116162504af25ae929943bbee1d8fd6758305d081ba0d7b86fe4cc6cd2fa326e09fa
H_min: 0.0000 | R:   69 | Data: b8f175f6e31896177e1f93aae78b3307930eebeaca2c170fc64b01dac8cbbc3178a27f4fbca71b4a53fd0cd85cf8a897e37b4d1abbb85bc340dc3d819ec7f24a3e7ac3f4ed0c105bc9015906b466f18d86f92e473b50525ef95fc6e7632201445bbc2ea3f0fd16a13633856f8e3e9de4691c145a922fe10ab6d2c04ae45ea09d
H_min: 0.0000 | R:   73 | Data: 5839402cee2abaf5edc51ea5aca5d0852d2f84cd8842d8c65052e3189e9b015d069552cc05788f739635e9974da1a3569b6e0f888e43b29cc8bad76f1a0c3519cb43cb8e0d6e6b90efe11514cc0857e730f696d276a5d9dbe7767301e715150b329d2c4d2c1e0b31e71dda4b43b7fd823e492c04c3eec8a69bdaee7ce9b603db
H_min: 0.0000 | R:   73 | Data: 5b23badfe8eba4aad3adafbe121dcba789ebce404cf1d565cbb5d6b9df990177e70f9052720bf4b4ff2568e23fe15ac612fc27f6b06705915d6279842cb116a7873651174ad81f46ec2b5b1b2e8fef8c138c5b4adf1a0ee716e511e013b54abe8cc3f7b68cf13952c036a7958ba7f49fb05dd65ccd2dd036993eef0d9b22afc1
H_min: 0.0000 | R:   67 | Data: 2a56f4657cd6184d1a61ba8ddb6a384b1d55385a5bcba71d1bdaecd04468138ec2a29413e2ef7c055f4281c38b5f72d9306be067ac4e80d1633ac32b16263a884613ba84420bead75aaf1a7b8a3fad6ec35aa37dae53f90b2256675a30f52db7a8a7d8043562abace749ee48e63e5904e11e3d5202d1f08796d765a5b8ee8290
