Connected to /dev/tty.usbmodem1101
H_min: 5.9320 | R: 1100 | Data: 7fdce90e5699ab46a058073ce8745fc924a5440c8b100da977fd02b99def4c107e442294b030816b675ab6e03f7d32183328d5c3ef80e01197ca3a1acc111f3d7b869fe55fb05525e0935bf64743ab8b1cf44a19a57743efd8cb4a1010454e7c4995e5ded1bdeec3baf1e469e5544fa8de621beff188b30c7b5e1c75567f324c
H_min: 5.9320 | R: 1117 | Data: da09bb629b71f16ca9a917f520f0a666e3d29245c5d42eeea1953272ff314c61cf85257f9201a683071b3e32229aa93cc9c4f1b6c9aa5e54eb2bd233d4cf9a79c7e8854c982a6e5a31f77fd42b3f2d98e2a9b3b42f27d330ad5350dcc49e1bafdee5a60eadc95b5f6a714bbdf722e218cbcfeeb3a63af98d8b846f1c1c9e4a93
H_min: 5.6000 | R: 1117 | Data: b3234d75d5d64d24d58d17f0a02b43834457ddf308373a237ba324fe7b4b0091923819047b67b412b3926cd848aa49a908122eed8241cfc35ec1f8c0a304530080d4065aff5a9cbadf21de247d05f7194b41f9ae19413fde39bf8b17c1dd2617c7885625d607c2b1f68ac8d71cff1656f3afe8b49bac946210f146ae9a14e53a
H_min: 6.1425 | R: 1121 | Data: 2aa06c4f9d215122c510d41ba378c900cb64ce509ee3c7d79121af2b65b29eb88edc753a1564743e6022d85cb67e257a55c65438a95985b473af9971cf8503c82c149a19fa851e885e73deb18fe55478db6cef6a016ff81e610702b8d01ece8ce508dd2cad82e73365f3decac542055ae7b360ef656a671cfad35b00861b273f
H_min: 6.1425 | R: 1123 | Data: 65826af5ed172b24ad009eb04f48843ea725f723ce3660a8f720543153adfc7976effe39a478ceaf8e255a1d64775310075373fa8e295c05764e097120e3e9c03647325f36e9f60165d0b5115b9201f43fd66a5ec0400f4856ecf2017d6722ae8852f39fcd40184b8f3a1e0f7c2d3dfb195c66b6fdf76399001d808cb8a63568
H_min: 5.7541 | R: 1128 | Data: 44482b5b01848b77f1441907da3f3bea0d35aac80e802d89080b9c5dbe7709b3e46a3c83a106006f91257cc13c9beedafb40c569c3f3658f82e8f91d1e32c1f034bcba22c077295b89cd74709dd65e5d4479a3f69f70c2f22a97f0592bd20023e54bf8205a3f2a8558673af9200d5a71f7a9f6b0dc9d5dac5b9e6b4823c894c8
H_min: 5.9320 | R: 1142 | Data: 5d3a9c4b46c25829be52a837cf2b115a82024ee5964c32b98a3e7cf94d2bc5ea6352ba0a6c6e13eec97e7301f1ab886d013ed5a4ac13e1281bfbb9993b42a39910b662c3d44d4d898f89b63426bed5637511ffb4f90b84c75b03bb388c0bbd329c11cb0114c9bfcb84a7fc5e76889527b989ab9da81538b648682c4de4e7fa41
H_min: 5.7541 | R: 1131 | Data: 2c4bda735bea7f9faa96ff150da1c7e6fd003b8d0badfc7464a8c77227ae0c8d1243c1c630ff5badc4b8979798af4e2d3313d4f4edc27688faceb243541b5eaae8857d9a895023183030deea1a6004a75e08ba7ae02663f589f3ddc103ac6221dd5c6e575fa48ae0ea273e88ca18549b89ef380beb2731670d85c0ddf01b261f
H_min: 5.9320 | R: 1124 | Data: 891ff24dca805142aaa8fad2ac64065529bc4904ab7949d161ad7ada967604f9cd47a754c6f7a6cb0e723d81d9d8ab8568e85269359729c074b2f730061b80086677346368fad9791d5c1df150b7a7dce0e332ef36e3955c6bf1dff40cc20333f937503ba4372fa37488ee61a58df4dac85f8b1bebdc7962a50756e92565017b
H_min: 6.1425 | R: 1125 | Data: e2fb1f912124fb29b83c2dfe85f9ac414b497df2048b25ee973ff97a1884133633be266e440cb2ca2befc90cf6ee793204078e538da1cf64d9c940446e059753906be379d8432665ea86036e6eedb3cc387f92cd11e52e5d76f7783c615eb6ec8f33b84649842d235b49b1d194f0a85ad8ec543ea65fd37c57cd6e1b5ea9e453
H_min: 5.7541 | R: 1096 | Data: a10b5fd00229d88fba1b384ead7d97aa29901a4d4d85883becbbad10a0e82c7a8e6f18cbb48c75ef232e8b32150471fa1dfdc3893556914d8c195a283f65df456b9d46b24e56ccc0c3e6078c3912360ca5b053813dcd816ab7580cee459d3ffa806c128c72e79d5929c8d7e4498c78df52e765dfd22387ad24791fd8698eb637
H_min: 5.9320 | R: 1104 | Data: 482cc9060f70f677144ae4f926b94bf12167c7ae4011813a6637df4483eb4a6e80346697f3a881056f114a09c4d78233353e9dfea3e5642b4d2f65f76a9ee50de90478a7f6fdc7a150e31741da3294699aa101f667e46022de1636d52a7fae015417fa0e67600f01fe4b2ebcc9c4d75e97fee6d5f7d82a19e4e138592bcd11ce
H_min: 5.7541 | R: 1140 | Data: 5b279c37a004ffac8e1397d640474c6452bd2c13bc88225a1f2781a1f6bd245daa8c48d0739efe3eff44594487f4655893395e5f3749b27439de8e7f66716d494e511580b7781489a4a63b7b82c6d2f942717456aed96474dff51f4c807e38c88dc5ba6069a901a4974b9d2b7fb87b0591764b2f7b51fa08b7828d3e0f88530a
H_min: 6.1425 | R: 1165 | Data: d21c0de3aefe4801866fbc54d7ad5da6379d870efc90968696c86032156361f3c80263a11e3a2a020ec78efe5491a6553d31bd44787fd567f54337b264c78a63ddf151ce96aa482199776d42fb50ed4d9c1b101ed416364afd469d4aa56842f5592f4866d2015e9d1b912322c26e92ea2300fac2b6143a6d1c2648ca05737432
H_min: 6.1425 | R: 1166 | Data: ff85eb5f0c0066d29bfd5093cf1b87d51278ae290311620923d857edf4aaf17c2e24eae4b36350c77eb0042737b568711920cc0710a634a4c83329f3ccb092bec124a0c42c8ca873a9bc8832a401658efebd33ab77c8ca38d810a8958cf1f07bce3e230b18b0290812fea7ab517848fa9daaa546e124ba595d44f1984f055a69
H_min: 5.7541 | R: 1130 | Data: 0b183bc29d5db62b19ef04f32d3c9d3740caa868c944380cc58dc0f9179a1aec1e5e3fccdf403174b567e6db78a8a51b79a8053c6425fdec2d2e5749a8e686259ac20fc71c3305557efe5fc2cd5e158a95c87a1e1fd5566d1b824d4701665c90c32bf2e9059b1cfbbc5b6e17bb586e6829ec41f37ae49cdf20972228d5d11688
H_min: 5.4641 | R: 1156 | Data: ec37d3c29312aab046ef4bd76657d30ea84f15e3ca7f56681ad7d17799a03bae4a815f157db807469f122c1d310cfcd9722f30079af59ded190b24c0fb8c39c1c693a70abf7c6207c88cd446eab273ec1bfcc35b0f4a3d89c0c0e9c7ffcdc00b8f161279d7f43c9c4d728b2e657127c2906d81be63e5305679a73b16ffe4fdeb
H_min: 5.6000 | R: 1144 | Data: e85a9a612f5a05f6f5fb992866945d3fcd4490563d0a8d36b37ebc94c67f5b4db9a4d74173f1e361baba67cecf22428ba6786ac931ee819c94660ff9290ae4daa283b58d3c3e1a447315d840388fd19ed01e1a2f84c6507138088e66a02f9a6936bc36ea5a030e894abf21d6e6efa938a2e8a4dc748756515f8ad3f0944c0fbb
H_min: 5.9320 | R: 1098 | Data: 3236eb1486c306b28b7d8663716fcfadb1eec8342bb3a955cc6d142d343e56616fa2072fa213c66c1ba1cdae880bb4278e173e7aeb5181753f20d33a0f5eb6d55725e63d9ff58302a1ae95dc586d083bdae40becd307efdc4bc320f51d7ba062d33ae8769abca620061cf191c00a11c5623954eac2c83df7165c92bcc8a62c9f
H_min: 5.7541 | R: 1127 | Data: 3da0def8893d50348f58b83917f2eeeedf4ef2ed7f12e88cd16203d3d6288fe3d5fb29fa14cc4e13a52601eb9a55538b19b4598828610bd6403d103687afe5519f5ba6402afb1557568df848a78974e976ace49d349fff1123a4f81124f63b11cf762f3c7eddaa77558e4d67c302c100dfd0a3fc2d49ee3920b93078de184129
H_min: 6.1425 | R: 1102 | Data: 3e64477f3a89a72985c224c63c0b269a1ab664215d1ddee53233321387dcad0e277ba93a51134ab4f71c5f487a210cbc38119a9d103472517562030e7f369d7b49e197d9c5edef8f101d71c41526228d5ec7e263cd74fdd77b26ac0b40f86fc75654aae73e25200606f7195b03b488c6b7195f1a9c2f52547f5249bfc89f81dc
H_min: 6.1425 | R: 1120 | Data: 56462b0a2d40010aec62da5edb2e400eb8761d7bd703aacbf9b04275649d5a6437e7ef7cfb9949347fae75d75a9f654340c356e2fac6b78bc011fadbbf653d7edc832b839399e9be5936ceab13e2989fee6d06143599223711722f6a845ea7bea8e2da9ed93a5decc0b5557fdfc34d6c714578669d2c0fc767721e7f09dc0e96
H_min: 6.1425 | R: 1117 | Data: c17bbc467c1f1b1f2971f578a841d584aa27aa39c850012367cb8ebe8af3d8e4e7b851f57b6371dfe9e7e4b65ac2069160e2d3ab5ed16877a618c6fb58f9c60b0a28c0cc14610d8fe37aa6ac3e3ac07ae6e36da03808ebee5588ee55f2c0775115e009614993e2ac56f6561d2a23e84b3d721b62bd1024a20c2075e9f359cee8
H_min: 5.9320 | R: 1101 | Data: f6b85826d2191b1d87eb894c4d3f88dfb86f36b438e7663a3fc713f0d157b63c5f73393b53fbd6a80fb3db3a4b50c68e20522657258dcc2dda44e2cad826015a52ce75fc74b75df9a56f999b4a939e03221a6b85a58408581636547fb9ae38ce21461a7165d83959c23f3401b2b1b3ddbded0b9277a55ac006493372bf64a902
H_min: 5.9320 | R: 1121 | Data: 5012ec95c0e5fbf9d38782b71ded9763fb809f2a4db37c147f910f04cf344e60df26662eec8610cda174d707c9d92712387b0501aa368315b807d40a3c641bfb02717c7012434747a54117bfa79807e094db1146c202bbbc567471f8c8f5a626911f365eb981ee34304d4865c37e1b067070f542977898c787c6632d3389d281
H_min: 5.9320 | R: 1134 | Data: ec6c3f8ec872e666fcba481f727e77b9d896495bd3b374693826a8aa14bba7786caa1f615ce8a1c20bfb5869d1eba91243c7167f3cb16fc8d36e664e1dbc654df2b50c851a6ff7de1b1618e59e1edc85a6a8ef8f654008bc8539d3e0870a91df129101e0dccb4965d0832097c46548ad616898aaef5386c820a2d014198c9931
H_min: 6.1425 | R: 1121 | Data: 1b6d4db5de24e317d9974f0665f4f71d8a10f4c216843999afd14efd3a5375bce28acdb54b00e929e9a74a5a2020b39a95b105a5faefebcf43dee9aa18575091528f8aceaf3429f374c00965b951b7ccc6e66d2c805e49c788a3693b6be7d6197168f8b413ce726e2cc1fa43fecadf31ce015c2305bfa08488fb0852ee1f993e
H_min: 5.9320 | R: 1123 | Data: d21427362509e85e16fa6fedfcdc93bd8ae3332d2a0d672f579eb14e9d8614347020739cc11d0ceb2cd3d102539b73929250da9ec7e7022da5982690c93033dcd14dc63014ce0d87272e75de95f3b9633ec3f36b886650d92a527dd87c539b267cb11b51916d1586caf728d113fb7a70a4a95c94f63a354f6d8ab4cd82ddbe7d
H_min: 5.9320 | R: 1096 | Data: 0a648d8f0591ebea7f7c92960263cd64627f39a6fa1935370042c5a440cbf1805ed5515316d31a1d58235e6a977ad81e269d46e4175dc136b7a0d451e31b9437fc0b4904e396ec6f684051df6e25f05e10e9a336e691213fdfb2f13a38ebe1112c4ae9c43982e8cb9845509f6b6f045427b2cb782716d26185e237d96dd7361a
H_min: 6.1425 | R: 1124 | Data: a0fcdf2797d1fe7bd6607d6e2ff14f5399447378c8c3859fa67a4ea94d568ec6ffeff2250a83f8a6add491051eb97081182bee9dff3a83451fa327e7830e1e32f04fdbcf61beb028913957e6fa7310f5e7c50ef07c00b65db9187318e80952ab1e579e42345e88a8a3feaf104c1a7fd1cf9aadf2e1a38e659e16c96654c105d5
H_min: 5.9320 | R: 1130 | Data: 06f4966bd3e41986ff0e1d4df18e81aee3443d3befc9023f9c8870035c7d985ba88139804386214178b14ac52d5e6817a98eb252d1036a41893a888f6c60034e0d32834bddf80379b1b581f08e321ed7f83832a221239f4b0b61b5cbb8cb0bfc661afd81d38e2ce9a62868bd5c9cae6c903e039b87f9931b2ff47dc813762460
H_min: 6.1425 | R: 1109 | Data: 43192b766f3b8780cee21109ee1f51610510ad7577aac401957188d876a1b1059c873d588abda285c408308db6b49c674ae3d8da866461b5ba2e33c3b6df656990544376414957607a240f83af3594f43b5075212bdb7904ce69e97006f568ad74225447e0464431ae3d2e2e0af196c224ea6c704cd213c9db99ed0ce0d439ac
H_min: 5.6000 | R: 1100 | Data: f640ad3d88a8638dc2271e0a9ede551973e6d2b18ac3243e46d68561696a6d700f1b5e9755f165e619a35f35156a2deef2a917f2fe49fd904914f46522ff04b2faef776f26a7fcaf36e03cd3326cae0228e7f2f92c1426cc214e0d40356e4c163ec1872296c32a1c97cb0d63b4212f2bae331958ea232feb7ac8e3f061ff6fde
H_min: 5.4641 | R: 1124 | Data: dbb23c0a130dd7bdc5038714a22e82ea75ee35772254eec14c5a4f70e2682398355ead0a6bcd0751f3c4fc39a63a10de8fbd26eaf2b1473294b1d995e6064cfa5d7af56b43781663298dd15a1fc77373d40a1b3af6487bed6136f239b0eb7b51b117a49cab0ad0fab5d065165755f431c71b30ca34b43b4483d15b629b436211
H_min: 5.9320 | R: 1130 | Data: d96042f2abd9ae5cff33edf4e2e0639de2df5490cb685e22f102211b206f3c16840665eb70c107b0ef995cb4a16615e369cdce342c539bea70a026ad9e7212c88d7dbfbe31b89341503447ebc774f7bd991d042a8406620440cf55755aecae6953ef0f0c75ef5ad203bce681111dd99027f3f0dbbe585f34236aebf821f7f1c7
H_min: 6.1425 | R: 1110 | Data: 8e145e89fafba4a359fafb7550c2d3c302b7b74a893a4fa33233996e96cc4a249a608215ba788a6f7097d0f07e8fe75d5f9d7d77eee61761a558c9eac74f9e21962f49a0e9fde123dacb6f0bd4a29e38db5ea12da6c09b1c36ecf4ac4e5c074d255e6fae3fa136c32921ff2dcab0ed7cfc11cc465f82050c0808e71a617f9189
H_min: 6.1425 | R: 1096 | Data: a90690a4003e44b13a082c0b5481fcc7d031b18ba38448bfff1f37b1338ec982757ef9ef7ca423c19de3168579dd0505465c6b6ca3e5492aa7f3b9b1f543982fed06620d1a94cc176ef483b2a43f9003da288068c4e9bc6b88818d851007cf00a2d375200cded7bfcd52d1036e14b2eca2b84e3d71e5c1171e247a988698932c
H_min: 6.1425 | R: 1116 | Data: edd54f14c6054ed8f938cab02172b2cab43a2f29178ff13ff07a2b8b14a37a5f8d87663cef461cf7d4d8dbcc0fb55142c108eff55fd3b0cb471f1452e6ffa810fd09acbbd35da7c1398bb41a3c60baf0023693a9c25ba408c045bd5c9f38991965fbb98974213ac927c2877cd55b1385a5db15dc86907dbcc93608d221cc1f04
H_min: 5.6000 | R: 1121 | Data: 7f0f6e7983206a795d5f28fd6cf66acdc85a03c10af624cc4ae6ace9e76e6cb2d867a53c3df1392c64d5b754dee290d86c994c607b4546d417704d15c06e81b7a656d75e062fc136c47774fe9087cb1fc8f087ac3068af51d12e0856396cc2dabd1035cafd8f52f30106e0882e5e9a734f44b6d6a3bd8e75957a788b4d87953c
H_min: 5.9320 | R: 1108 | Data: 41c983eb33fb49a1f3031459900910771dd9458bf21ebb3bd3e273be00d4f65bd1a7012455647ab4d24f97ef5ff20625905e1175336cff6c7fa3f8e07c34df0b9c9c03bdb916c42507136bf1f15983b73860ffaa80b4523fdc2429086a3fe7acf8ae47be39a4a6d45a2650ccc96bf360739899d62e0667d798f2eace5c23bb6e
H_min: 5.9320 | R: 1095 | Data: 9de9f537b276c31135a43c66fa027e8717d7dc496ac4ae2d0ecbd6afec59f63ff12a2ce2d45a13377ad512dc74c3f405f95d1d61003c7ddea40995b22a0661006c62ad7b715990545422c1e123daddccc92be42671ccc489ed85634f040d33b456c66a39c1dd04c8732dc6b1ed2a198e6a4f72246c06c4d1af0db9356056d4d7
H_min: 5.9320 | R: 1128 | Data: c8c91c267af83f8f461cfd61d7d2f50b625b3ccf3122a1f7d8709bda3a78def13e97dbf02c4b6e9db666a833749a9abc0ca5d2120c8317632a538e2375c867610dafdd3894940150b0867d99cecc79eb02ac613438c4de7d262dea60a14af1d0197750670c847639b58badc6f02d973c6306367e655138e7f5846c89eee47e22
H_min: 6.1425 | R: 1134 | Data: daf4f5c60c24e0044559afb07031badf238fa3eedbaaba3988244b61684a711fcb530587ad20ac92301de7fe1a9ec98ee4fc074c54a8119bc46b413197b2d34874ae53f56fd15b0cb6dc5d80a0da853df40fde63ffb0f0bf180b343a2acd93a94fa7b87b568a7682e9734f06cff4e415b2fed60d23b93598f8ec7ba1ba717c71
H_min: 5.6000 | R: 1131 | Data: fbcb2342f473f2489b4145f2e5af41d4fdb65d3bf28844e5ddd00e9a688ba17d225c8f8c4675f32345b19f9925817effaf950127a3bb0bb55507facd15a0c140ee50b6ef651fad9a5df345786815adec7249bca9dbfbfeaeaac85993f7884f008859f79233fb82ba777870c4130a2e17e64056e5d4472fe9408edb4f8ef2ecfc
H_min: 5.7541 | R: 1115 | Data: ae223684c92e812a77bc303cc48f60d3dc5de7d9d4c8e8132b5cef106fde115370cac0b09f7fa8f891e999fcf25c96c2ec6ad3466d61e8daed3968f77f066a88de019e2f30641947b67d1348150e7efa2190fc6049fdc43044f25d8d03a783443a3b2fbe3b77252a0fc3dc841bd2a68d83d6acf37b190b86b6e52badb58674a7
H_min: 5.7541 | R: 1128 | Data: deb9d066b5d701927b98f1c33c19e02a94c4a6644aa7b0c6c995141fafaf3b1b25f9e1d550b0bd733b1c624ceedc6d5371419340f91bb92db615ca7ce343c123045af706b401127112bfb00b4e98082e58111c3b3980b480a63d821ba122d32c3bf7829b2ce5617002002b657c22d9776acb695370e03d0e72b0171a537f459d
H_min: 5.9320 | R: 1116 | Data: 937e05ce2d5125a43b4cde2939570c3f0befbf313f2b3c9bc0fe0944286c2e76d0c5bff565e73809e94c83dd7b1e31f5fe6dbf0e8710277c19e012ee0fb0739f1fea459f89a1fd98dae192b8d4354e208aef5aa3099fe646b72f61dc696764fd0f292aaea5bb4faa6a2b3622ad01f8775f119a54bbde4a767cc64f57f351dc92
H_min: 6.1425 | R: 1136 | Data: 3b0e582223d59e3dd2091a6a01bd62858601a285c604a2e530d1fb111870865a6001f9d0ddc4bba212519c97fd7bae206df5551e1e06c8503fa153f78f854e4201f6aaf31b0676f0256f245709ee2a49d42a8698810801d60d0a71a2c004efffc6c8a4388bacc3181281b974c0b1fd03c37b0043ac056eb2c4374bedc5564f77
H_min: 5.9320 | R: 1126 | Data: a5be173b88f8b5ecd0a4a4baee4fe1000a6c4da9498e428606fd91269f43df55a1ae7d2d3ce596b7a9330f49019be1b0c4ac6d025595d73f72fbe471bf8b29b9c5805e5d12deb6e6e24892e1d9f45c6b8ff0400e6bd2ffcd2581f60b0ba9f9c83cee7e01154b56de0804be4e112f765259baeabee55edc7ffe691d88f410c91f
H_min: 5.9320 | R: 1105 | Data: 9965ebb1603d0290c6cbfc3a00aafaf90a070fe9e41b89fe34a73d7492f47e72f33b4b0c389c2bced8b8a38a92278dade89a38442a40650edb0d51c57e20a1b6d2f90bb2cc253ddd5d847acc01e3dfefb706230ff3c9e29ca5320f07371d96131d4b6ee2e525042148723b89f59b37a769c346496c30732081f60668cff2ea94
H_min: 5.9320 | R: 1132 | Data: 0f97ac7d19167a5705761e811f339488e057ab1b1550fbfad234b226926098f082ce1ba67ca505318f9e80e17247488fbc050cf962f38875d5b1264eae4c43469c32adf9ff8fd8bcc89a4e412b4000e9cf4c1a352a02e071c23575dccd41f2a8a9cbc96ab9edf42470c40f001a1c5072a3730f452309bbbc3013afa63db33eb0
H_min: 5.9320 | R: 1112 | Data: 457be67a78e23aea1ae9ae5bdecf4e2c8d91e1a185de2d329ac6843e3bd813ef634d1cc2887546ac90b36c24569ac1748168ba755fe8497b1b2bebd5fcd2f63ad915a24c3567d7a990cc5cfa9675c1f8dcd9b98c62bc9cff7d8806423a08c272000e20a19d8307c683f1c7d5a877f2ca423487bb567a3b7e4f35c714576da963
H_min: 5.9320 | R: 1110 | Data: 66468c0cb54b6a0111deec3b15b38b92ce05f2f7e55c82aea05feed4b80d240cb1c4423a7c2717b964fe8f5c5556a3bfb3302bc612c3aa8bff27624740d44eb2e199b5f1beb32a9b730e07346964b39ff302a0a2de8e5d45345204da467b681480b49dbc1b248c05cc1519aa1a475e0e6ab385ae1f9db8e7de001a71b4dab370
H_min: 5.7541 | R: 1107 | Data: b0c727fe86557ebfde5231b4026535a86353863594c4380edb3b9afb16893ed507878357e374dc01f878bfd69cd4d6caab5fe0fb897d9ccd33ef37d95ae592bd8b4bec23912363ac40cc76949b67e15a9dbc66b1d5a50c70da32739fb3b17c5cad9ff9e7fec61d0c7530d0982d8a2d541f056873fe2d0dac25919ce77fc4b388
H_min: 6.1425 | R: 1105 | Data: 0489d7f86381af1472d8eaba2589a58c3cafd3e25c1e3465b3be9547727409e82cd3819805436d7e87d5a09c8665996fabdbb007e49651b8ec06bfa725127c4c2675fb9362aca773e2794a6ebaf8f77428fa3a82920fc95a739dce983c9bb7f5e90e976ad3476d743625b8311c76c131c6151897d8727aa66e10d07eae143045
H_min: 5.9320 | R: 1136 | Data: ec311967313529ff7769effc7628381d1487caf250f2b77f37da3900acfd33a15f1ee09f54c08548bd85ab167649ed2041f9f28ffa094b31ba20b3a41959631bd86f55f65bffe08edab45aa053431dcff51f493368643ef5945992d755e08b5d57123da591ac986a1b6e1bc90eb58497dac1a56d6dcba2f839ab1783a053d059
H_min: 5.6000 | R: 1110 | Data: b46089c2b771e080b2c2009a9a42d35b455101dff786cb24365cba1ff90a7e2ad1e9b11ab6f42d5553e7d59bc4eba43de3772551dc3b1c61c0f210ad9580f0496811f15639ef340a374a5318244849f8fcb8f338004a80ec41f485fade0c2686a17f9624a3c2d845d674c286ab93262e509b16d8c979d1c67735ef0f409576be
H_min: 5.7541 | R: 1107 | Data: 8e3ad90219347726013096acbd597926edc9b8433339ea7035d97409855b9c73660de2fd9cce7ac622eeb551caa52e58c292c3824d898323ec82aed4494879a25468168b2a6824b791f04678120b801deb3b4c8af724c2a8da5268cfb9514ed7a96a61d368cd2624b81560a745e1216210db1c9a7d87bff3773bde655d92ac7c
H_min: 5.9320 | R: 1109 | Data: 993c3848438d1db9f55818f16c0753e862741299e56289c5b8e44d573a511d8090f36b2dd2c20e3d0d35c3eef9766050dc87a8d5a43971d0b8f5e8321f1d888c51785e5de81989f0857fd51b05e988023925cea3be95eae93069dfd0cbf2aeed2585de4a9d41758bc0833170c7c286f9b74286f2dc86eab2e1fe7aed913018fd
H_min: 6.1425 | R: 1116 | Data: 8f17315e7bd939a2702a7f6f783ac04fdefe3db126d12c7ab7b02566f4c5736dbb7140cc3a42ef372aba6eb7eb97916a168e48dcd5c509dd01fd165324684f114dd909b2e3910c48d039c5f30fd41179ad52c46afe1c3e22a0c9bbd14aa35fc98c11bb5819b4e37a8147292c0fcda89b01ffbf1f30194a339539a99a302d6e80
H_min: 5.9320 | R: 1114 | Data: a6a94ba866d90c7bc5d0142dcf954ecac1559593868e702e6a8db6c988dde919be20385133b0f0fadd2ecbe06ed060c1add319abce32dd8a84969b89c301c0b3fd3d4abb9476594b3689c2395276541f0a12a7f8541634f7a0bd94060e167209f6278adb0b608675fd7e94a2cd6011624731d19513dc53360205b5f3b281d686
H_min: 5.7541 | R: 1103 | Data: 4ca94c847f44608728c39888a68d88b2779010d13ecbe2831c9b38a54867a8dc891338c77518d729f37bb4bf1b9c86c8e98113d7372ef41861e8c3c1ed022f419e93111645987987006a5f3e680c18417c104ff463fb263e14fb52024a433e35bfb56e620be03c267b67cd948f8640b05c1614496637276d0095d8d2a5c0da24
H_min: 6.1425 | R: 1112 | Data: a6d0de4f38e07f2af811638ee3fdbe42d3d6742f8dd11f7c399f8c6cc364cbe25aa7813374d3cb3b7971e0e24574e431a628c33de84fadb3bdbee9db3d2e36e861692b156357466a6da01167e941bad66408ddf8177706b0a8818a28c2a65ed2eef1e5cdc93dcd544adf51e22e02cb25593f3d19b2f62f126f59ef72967d83f7
H_min: 5.9320 | R: 1137 | Data: 6e5af8e8972be40d77eb058fe2e651ca162388fbe98ecea97073f451864b1c52c106f6a2b0b2f35bd7d9e499a0ea50b829d0593f065aae849258eb0b7126fd7f3b3db7d157cfa8ef9f2ae54b44c289e3e628a824fafcf89f53374d06793e30a6b321e6fc2142bce7dcc2ff6ad0745214f353df050b6ff99967b002cd2fe716d8
H_min: 6.1425 | R: 1099 | Data: 7215b447714de95b41948eb46efe8cbc1f5b6d87ce0da0106de9de365a940956fd495f7fa42638ec8d9830a1182d4427df78ef8645b266efdad67a3d3f5d4089e8042feef5782d02476a2708127158c999910913adda1153ca92994ee8b2e1da951b4b58af973b7949857ed8e04f694479169d580d1b105b01ae668b44572b7e
H_min: 5.9320 | R: 1102 | Data: ef9c428bea4ab5936d32616a8345dcc85bd22d411f69cbd15b85b2337ecfc89cc0caef3f63190abb9de0af4599a3bf3d9800371116da78b8e5668c06e284a1efa20576f384fa3ac33c7b87698bf1f9d35d62f10b88537c49d139db15bf8e96d0a53a2078bb63d244c7a8408aef9628a5212835056a1d8e4431cd6a33e0773e9b
H_min: 5.7541 | R: 1109 | Data: a6772b36c43112386b6f18dd3ccdd4b28803b76f03c0838f5cf01b42b0e718b857b70db15ff190871352aa6f23f2d2ae72f5366acabc8a7e443d8f6129d7937a03adf7b182904ce59826ccf63f09e6f4b52c28fd8ac11403fe2564785a3ba5f89f231269a6ed84b7da38efc166cb803ff42a4fbf479e61676f8326f679841007
H_min: 5.6000 | R: 1148 | Data: dbe5602142a47adee153b677ec2a6473751aa75c439aa8e1f0ad00196b1143e39f0ff5f8c98147004374884a80591e0626c108dfab750bc78118a4ff1a9976a663eef8a84443b5be8f6191330ea8b3ded49ae0d8baf0447745a880af974c3c9c463590950271cfcd62358d350066c75e096cf5588fff4d82b47ed0c65d46bba0
H_min: 5.9320 | R: 1120 | Data: 0236c8d3e2e7f7992fb2aaa13a7ea2f8fbb62966aad359259f3c7151889eee63bd8063f0affd2ce64ef93dcba8eacefbc25471105b359659848713a635b6ad1f00f36897bdb0fb1c82f39048477066d9a1c3c0b51cd0a0f22dad33434ed6a8aa356182c876ddf9aafc08f17cde4446f9aa1da1c9ce17c7f36a4fec853d3c2859
H_min: 5.9320 | R: 1129 | Data: 0115ec10db8f5645903dbf4880f3f2c8bab6f2282d7e26463d8eb2e72f32dd163358b274ff1aa4448c79f32951ea77f98e1b1e558892a0695c00318493d4eec13269f626862a772e9376f8d8f67d5e00de2fd66f3caff953ab88bbcf3ee6ac1fcb82595daed96d1d6ceb71826495378677d5eeeecf76cca7353a3fb25dea3b5a
H_min: 6.1425 | R: 1111 | Data: a7f5c04b361eb7215c8d2ab8ba05355f726d6e549244f18266538817ff1708aff795c37e66261d3144dee7c1bdfe47b0020e2b20e301624ee61df69e0aa869ac9fcd808366d4edad55246400c8a073497b1cc0569ba27d6c4a22ca73e31346077eed1c704b09713b84928ffd8c96c4db1e1a10e26c72abe6abe8e25902267b4b
H_min: 5.7541 | R: 1118 | Data: 84c01663c448be33de21e450f5afa2919680ac84a8e74eaafb6aa38a90d2f4dc42cab56010db86348c050f9fd52dddb9c302c1f2d4d5d8de3869edfdcc3cbb3eba97f21bf84c9bde1aa98085355176db227af4f111499065cdfd2b17cff09e56643cd6fb24c085d6980b489ff6ae9778465227385733405edf9bc8f1d3ac21d8
H_min: 5.7541 | R: 1132 | Data: 577f0bb49a238777fb6bb2e5113d7de1df9beeb717c5909b13f4c32d87bc1616cda8de54a7a038f401608e2ff3e5bfdfc17557e9b46b2c93073693c774994dcbe378c1a7a2c1c872825cdf5b7409be69adba06333a14c4a3ca8f71e37eec2518e72b74ab0570f3db887a97de12ff3e5dc3703dd9f1a152e26479a02020da4aac
H_min: 5.7541 | R: 1120 | Data: df7543adf50e07444ec7b4119a4da73960ee55f2f4f6f02c34ee59e5bab01993c0724ad90c40099e7bf01bae8f20fb4e9de706d570a7456c7b8642dd209dc13cacfd3706e009d40444a22549b2acf310a0fc4bca7fc7073de340c81a3fdd5ba03e7cc7cc8baa3d74dc1c11f348d11d3df029a2c592335762e5c17948c832e5d5
